product_id,day,original_reference_available,original_status,raw_path
LTC-USD,2022-06-21 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20220621_0000_0015_60s.json
SOL-USD,2022-06-21 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20220621_0000_0015_60s.json
UNI-USD,2022-06-21 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20220621_0000_0015_60s.json
XLM-USD,2022-06-21 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20220621_0000_0015_60s.json
AAVE-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AAVE-USD_20220622_0000_0015_60s.json
ADA-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20220622_0000_0015_60s.json
ALGO-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20220622_0000_0015_60s.json
ATOM-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220622_0000_0015_60s.json
AVAX-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220622_0000_0015_60s.json
BCH-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220622_0000_0015_60s.json
BTC-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220622_0000_0015_60s.json
CRV-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20220622_0000_0015_60s.json
DOT-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20220622_0000_0015_60s.json
ETC-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETC-USD_20220622_0000_0015_60s.json
ETH-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20220622_0000_0015_60s.json
FIL-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20220622_0000_0015_60s.json
ICP-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20220622_0000_0015_60s.json
JASMY-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20220622_0000_0015_60s.json
LINK-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20220622_0000_0015_60s.json
LTC-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20220622_0000_0015_60s.json
SOL-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20220622_0000_0015_60s.json
UNI-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20220622_0000_0015_60s.json
XLM-USD,2022-06-22 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20220622_0000_0015_60s.json
AAVE-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AAVE-USD_20220623_0000_0015_60s.json
ADA-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20220623_0000_0015_60s.json
ALGO-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20220623_0000_0015_60s.json
ATOM-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220623_0000_0015_60s.json
AVAX-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220623_0000_0015_60s.json
BCH-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220623_0000_0015_60s.json
BTC-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220623_0000_0015_60s.json
CRV-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20220623_0000_0015_60s.json
DOT-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20220623_0000_0015_60s.json
ETC-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETC-USD_20220623_0000_0015_60s.json
ETH-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20220623_0000_0015_60s.json
FIL-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20220623_0000_0015_60s.json
ICP-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20220623_0000_0015_60s.json
JASMY-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20220623_0000_0015_60s.json
LINK-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20220623_0000_0015_60s.json
LTC-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20220623_0000_0015_60s.json
SOL-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20220623_0000_0015_60s.json
UNI-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20220623_0000_0015_60s.json
XLM-USD,2022-06-23 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20220623_0000_0015_60s.json
AAVE-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AAVE-USD_20220624_0000_0015_60s.json
ADA-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20220624_0000_0015_60s.json
ALGO-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20220624_0000_0015_60s.json
ATOM-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220624_0000_0015_60s.json
AVAX-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220624_0000_0015_60s.json
BCH-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220624_0000_0015_60s.json
BTC-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220624_0000_0015_60s.json
CRV-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20220624_0000_0015_60s.json
DOT-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20220624_0000_0015_60s.json
ETC-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETC-USD_20220624_0000_0015_60s.json
ETH-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20220624_0000_0015_60s.json
FIL-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20220624_0000_0015_60s.json
ICP-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20220624_0000_0015_60s.json
JASMY-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20220624_0000_0015_60s.json
LINK-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20220624_0000_0015_60s.json
LTC-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20220624_0000_0015_60s.json
SOL-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20220624_0000_0015_60s.json
UNI-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20220624_0000_0015_60s.json
XLM-USD,2022-06-24 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20220624_0000_0015_60s.json
AAVE-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AAVE-USD_20220625_0000_0015_60s.json
ADA-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20220625_0000_0015_60s.json
ALGO-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20220625_0000_0015_60s.json
ATOM-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220625_0000_0015_60s.json
AVAX-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220625_0000_0015_60s.json
BCH-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220625_0000_0015_60s.json
BTC-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220625_0000_0015_60s.json
CRV-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20220625_0000_0015_60s.json
DOT-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20220625_0000_0015_60s.json
ETC-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETC-USD_20220625_0000_0015_60s.json
ETH-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20220625_0000_0015_60s.json
FIL-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20220625_0000_0015_60s.json
ICP-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20220625_0000_0015_60s.json
JASMY-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20220625_0000_0015_60s.json
LINK-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20220625_0000_0015_60s.json
LTC-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20220625_0000_0015_60s.json
SOL-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20220625_0000_0015_60s.json
UNI-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20220625_0000_0015_60s.json
XLM-USD,2022-06-25 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20220625_0000_0015_60s.json
AAVE-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AAVE-USD_20220626_0000_0015_60s.json
ADA-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20220626_0000_0015_60s.json
ALGO-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20220626_0000_0015_60s.json
ATOM-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220626_0000_0015_60s.json
AVAX-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220626_0000_0015_60s.json
BCH-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220626_0000_0015_60s.json
BTC-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220626_0000_0015_60s.json
CRV-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20220626_0000_0015_60s.json
DOT-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20220626_0000_0015_60s.json
ETC-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETC-USD_20220626_0000_0015_60s.json
ETH-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20220626_0000_0015_60s.json
FIL-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20220626_0000_0015_60s.json
ICP-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20220626_0000_0015_60s.json
JASMY-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20220626_0000_0015_60s.json
LINK-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20220626_0000_0015_60s.json
LTC-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20220626_0000_0015_60s.json
SOL-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20220626_0000_0015_60s.json
UNI-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20220626_0000_0015_60s.json
XLM-USD,2022-06-26 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20220626_0000_0015_60s.json
AAVE-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AAVE-USD_20220627_0000_0015_60s.json
ADA-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20220627_0000_0015_60s.json
ALGO-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20220627_0000_0015_60s.json
ATOM-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220627_0000_0015_60s.json
AVAX-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220627_0000_0015_60s.json
BCH-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220627_0000_0015_60s.json
BTC-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220627_0000_0015_60s.json
CRV-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20220627_0000_0015_60s.json
DOT-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20220627_0000_0015_60s.json
ETC-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETC-USD_20220627_0000_0015_60s.json
ETH-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20220627_0000_0015_60s.json
FIL-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20220627_0000_0015_60s.json
ICP-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20220627_0000_0015_60s.json
JASMY-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20220627_0000_0015_60s.json
LINK-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20220627_0000_0015_60s.json
LTC-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20220627_0000_0015_60s.json
SOL-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20220627_0000_0015_60s.json
UNI-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20220627_0000_0015_60s.json
XLM-USD,2022-06-27 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20220627_0000_0015_60s.json
AAVE-USD,2022-06-28 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AAVE-USD_20220628_0000_0015_60s.json
ADA-USD,2022-06-28 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20220628_0000_0015_60s.json
ALGO-USD,2022-06-28 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20220628_0000_0015_60s.json
ATOM-USD,2022-06-28 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220628_0000_0015_60s.json
AVAX-USD,2022-06-28 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220628_0000_0015_60s.json
BCH-USD,2022-06-28 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220628_0000_0015_60s.json
BTC-USD,2022-06-28 00:00:00+00:00,True,ok,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220628_0000_0015_60s.json
