product_id,day,execution_at,reference_bar_start,assumed_available_at,age_upper_bound_minutes,reference_price_usd,raw_path
ATOM-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,8.168,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220624_0000_0015_60s.json
AVAX-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,18.36,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220624_0000_0015_60s.json
BCH-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,116.33,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220624_0000_0015_60s.json
BTC-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,21104.9,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220624_0000_0015_60s.json
CRV-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,0.834,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20220624_0000_0015_60s.json
DOT-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,7.794,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20220624_0000_0015_60s.json
ETC-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,15.95,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETC-USD_20220624_0000_0015_60s.json
ETH-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,1145.67,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20220624_0000_0015_60s.json
FIL-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,5.812,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20220624_0000_0015_60s.json
ICP-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,5.83,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20220624_0000_0015_60s.json
JASMY-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,0.0102,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20220624_0000_0015_60s.json
LINK-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,7.018,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20220624_0000_0015_60s.json
LTC-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,56.07,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20220624_0000_0015_60s.json
SOL-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,38.42,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20220624_0000_0015_60s.json
UNI-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,5.716,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20220624_0000_0015_60s.json
XLM-USD,2022-06-24 00:00:00+00:00,2022-06-24 00:05:00+00:00,2022-06-24 00:04:00+00:00,2022-06-24 00:05:00+00:00,1.0,0.119088,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20220624_0000_0015_60s.json
AAVE-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,70.42,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AAVE-USD_20220625_0000_0015_60s.json
ADA-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,0.4976,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20220625_0000_0015_60s.json
ALGO-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,0.3488,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20220625_0000_0015_60s.json
ATOM-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,8.225,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220625_0000_0015_60s.json
AVAX-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,20.42,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220625_0000_0015_60s.json
BCH-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,114.65,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220625_0000_0015_60s.json
BTC-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,21196.36,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220625_0000_0015_60s.json
CRV-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,0.836,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20220625_0000_0015_60s.json
DOT-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,8.162,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20220625_0000_0015_60s.json
ETC-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,16.4,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETC-USD_20220625_0000_0015_60s.json
ETH-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,1220.42,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20220625_0000_0015_60s.json
FIL-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,6.093,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20220625_0000_0015_60s.json
ICP-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,6.092,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20220625_0000_0015_60s.json
JASMY-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,0.01023,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20220625_0000_0015_60s.json
LINK-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,7.231,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20220625_0000_0015_60s.json
LTC-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,55.64,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20220625_0000_0015_60s.json
SOL-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,41.74,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20220625_0000_0015_60s.json
UNI-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,5.459,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20220625_0000_0015_60s.json
XLM-USD,2022-06-25 00:00:00+00:00,2022-06-25 00:05:00+00:00,2022-06-25 00:04:00+00:00,2022-06-25 00:05:00+00:00,1.0,0.127041,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20220625_0000_0015_60s.json
AAVE-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,70.11,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AAVE-USD_20220626_0000_0015_60s.json
ADA-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,0.4982,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20220626_0000_0015_60s.json
ALGO-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,0.3516,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20220626_0000_0015_60s.json
ATOM-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,8.679,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220626_0000_0015_60s.json
AVAX-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,21.43,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220626_0000_0015_60s.json
BCH-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,115.02,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220626_0000_0015_60s.json
BTC-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,21492.03,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220626_0000_0015_60s.json
CRV-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,0.822,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20220626_0000_0015_60s.json
DOT-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,8.134,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20220626_0000_0015_60s.json
ETC-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,16.57,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETC-USD_20220626_0000_0015_60s.json
ETH-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,1242.44,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20220626_0000_0015_60s.json
FIL-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,6.104,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20220626_0000_0015_60s.json
ICP-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,6.318,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20220626_0000_0015_60s.json
JASMY-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,0.01034,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20220626_0000_0015_60s.json
LINK-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,7.262,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20220626_0000_0015_60s.json
LTC-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,58.79,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20220626_0000_0015_60s.json
SOL-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,42.19,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20220626_0000_0015_60s.json
UNI-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,5.622,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20220626_0000_0015_60s.json
XLM-USD,2022-06-26 00:00:00+00:00,2022-06-26 00:05:00+00:00,2022-06-26 00:04:00+00:00,2022-06-26 00:05:00+00:00,1.0,0.126863,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20220626_0000_0015_60s.json
AAVE-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,65.23,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AAVE-USD_20220627_0000_0015_60s.json
ADA-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,0.4901,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20220627_0000_0015_60s.json
ALGO-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,0.3317,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20220627_0000_0015_60s.json
ATOM-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,8.038,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220627_0000_0015_60s.json
AVAX-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,19.77,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220627_0000_0015_60s.json
BCH-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,113.17,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220627_0000_0015_60s.json
BTC-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,21011.11,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220627_0000_0015_60s.json
CRV-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,0.752,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20220627_0000_0015_60s.json
DOT-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,7.831,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20220627_0000_0015_60s.json
ETC-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,16.79,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETC-USD_20220627_0000_0015_60s.json
ETH-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,1198.66,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20220627_0000_0015_60s.json
FIL-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,5.826,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20220627_0000_0015_60s.json
ICP-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,5.737,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20220627_0000_0015_60s.json
JASMY-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,0.00977,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20220627_0000_0015_60s.json
LINK-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,6.706,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20220627_0000_0015_60s.json
LTC-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,56.69,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20220627_0000_0015_60s.json
SOL-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,39.42,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20220627_0000_0015_60s.json
UNI-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,5.588,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20220627_0000_0015_60s.json
XLM-USD,2022-06-27 00:00:00+00:00,2022-06-27 00:05:00+00:00,2022-06-27 00:04:00+00:00,2022-06-27 00:05:00+00:00,1.0,0.120261,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20220627_0000_0015_60s.json
AAVE-USD,2022-06-28 00:00:00+00:00,2022-06-28 00:05:00+00:00,2022-06-28 00:04:00+00:00,2022-06-28 00:05:00+00:00,1.0,65.77,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AAVE-USD_20220628_0000_0015_60s.json
ADA-USD,2022-06-28 00:00:00+00:00,2022-06-28 00:05:00+00:00,2022-06-28 00:04:00+00:00,2022-06-28 00:05:00+00:00,1.0,0.4854,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20220628_0000_0015_60s.json
ALGO-USD,2022-06-28 00:00:00+00:00,2022-06-28 00:05:00+00:00,2022-06-28 00:04:00+00:00,2022-06-28 00:05:00+00:00,1.0,0.3308,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20220628_0000_0015_60s.json
ATOM-USD,2022-06-28 00:00:00+00:00,2022-06-28 00:05:00+00:00,2022-06-28 00:04:00+00:00,2022-06-28 00:05:00+00:00,1.0,7.786,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20220628_0000_0015_60s.json
AVAX-USD,2022-06-28 00:00:00+00:00,2022-06-28 00:05:00+00:00,2022-06-28 00:04:00+00:00,2022-06-28 00:05:00+00:00,1.0,19.36,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20220628_0000_0015_60s.json
BCH-USD,2022-06-28 00:00:00+00:00,2022-06-28 00:05:00+00:00,2022-06-28 00:04:00+00:00,2022-06-28 00:05:00+00:00,1.0,111.64,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20220628_0000_0015_60s.json
BTC-USD,2022-06-28 00:00:00+00:00,2022-06-28 00:05:00+00:00,2022-06-28 00:04:00+00:00,2022-06-28 00:05:00+00:00,1.0,20732.45,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20220628_0000_0015_60s.json
CRV-USD,2022-06-28 00:00:00+00:00,2022-06-28 00:05:00+00:00,2022-06-28 00:04:00+00:00,2022-06-28 00:05:00+00:00,1.0,0.7397,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20220628_0000_0015_60s.json
DOT-USD,2022-06-28 00:00:00+00:00,2022-06-28 00:05:00+00:00,2022-06-28 00:04:00+00:00,2022-06-28 00:05:00+00:00,1.0,7.742,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20220628_0000_0015_60s.json
ETC-USD,2022-06-28 00:00:00+00:00,2022-06-28 00:05:00+00:00,2022-06-28 00:04:00+00:00,2022-06-28 00:05:00+00:00,1.0,16.58,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETC-USD_20220628_0000_0015_60s.json
ETH-USD,2022-06-28 00:00:00+00:00,2022-06-28 00:05:00+00:00,2022-06-28 00:04:00+00:00,2022-06-28 00:05:00+00:00,1.0,1191.22,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20220628_0000_0015_60s.json
