product_id,day,execution_at,reference_bar_start,assumed_available_at,age_upper_bound_minutes,reference_price_usd,raw_path
FIL-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:04:00+00:00,2023-06-17 00:05:00+00:00,1.0,3.681,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20230617_0000_0015_60s.json
ICP-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:04:00+00:00,2023-06-17 00:05:00+00:00,1.0,3.97,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20230617_0000_0015_60s.json
INJ-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:04:00+00:00,2023-06-17 00:05:00+00:00,1.0,6.067,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/INJ-USD_20230617_0000_0015_60s.json
JASMY-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:04:00+00:00,2023-06-17 00:05:00+00:00,1.0,0.00379,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20230617_0000_0015_60s.json
LDO-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:02:00+00:00,2023-06-17 00:03:00+00:00,3.0,1.749,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LDO-USD_20230617_0000_0015_60s.json
LINK-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:04:00+00:00,2023-06-17 00:05:00+00:00,1.0,5.309,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20230617_0000_0015_60s.json
LTC-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:04:00+00:00,2023-06-17 00:05:00+00:00,1.0,75.96,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20230617_0000_0015_60s.json
OP-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:04:00+00:00,2023-06-17 00:05:00+00:00,1.0,1.13,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/OP-USD_20230617_0000_0015_60s.json
SOL-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:04:00+00:00,2023-06-17 00:05:00+00:00,1.0,15.29,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20230617_0000_0015_60s.json
STX-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:02:00+00:00,2023-06-17 00:03:00+00:00,3.0,0.5484,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/STX-USD_20230617_0000_0015_60s.json
UNI-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:04:00+00:00,2023-06-17 00:05:00+00:00,1.0,4.537,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20230617_0000_0015_60s.json
XLM-USD,2023-06-17 00:00:00+00:00,2023-06-17 00:05:00+00:00,2023-06-17 00:04:00+00:00,2023-06-17 00:05:00+00:00,1.0,0.077255,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20230617_0000_0015_60s.json
ADA-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,0.267,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20230618_0000_0015_60s.json
ALGO-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,0.1184,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20230618_0000_0015_60s.json
APT-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,6.97,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/APT-USD_20230618_0000_0015_60s.json
ATOM-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,8.91,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20230618_0000_0015_60s.json
AVAX-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,11.61,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20230618_0000_0015_60s.json
BCH-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,106.58,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20230618_0000_0015_60s.json
BTC-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,26509.23,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20230618_0000_0015_60s.json
CRV-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,0.6204,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20230618_0000_0015_60s.json
DOT-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,4.522,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20230618_0000_0015_60s.json
ETH-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,1727.03,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20230618_0000_0015_60s.json
FET-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,0.1972,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FET-USD_20230618_0000_0015_60s.json
FIL-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:02:00+00:00,2023-06-18 00:03:00+00:00,3.0,3.703,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20230618_0000_0015_60s.json
ICP-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,3.98,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20230618_0000_0015_60s.json
INJ-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,6.304,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/INJ-USD_20230618_0000_0015_60s.json
JASMY-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,0.00385,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20230618_0000_0015_60s.json
LDO-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:02:00+00:00,2023-06-18 00:03:00+00:00,3.0,1.786,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LDO-USD_20230618_0000_0015_60s.json
LINK-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,5.27,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20230618_0000_0015_60s.json
LTC-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,76.85,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20230618_0000_0015_60s.json
OP-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,1.131,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/OP-USD_20230618_0000_0015_60s.json
SOL-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,15.64,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20230618_0000_0015_60s.json
STX-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:01:00+00:00,2023-06-18 00:02:00+00:00,4.0,0.5637,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/STX-USD_20230618_0000_0015_60s.json
UNI-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:03:00+00:00,2023-06-18 00:04:00+00:00,2.0,4.528,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20230618_0000_0015_60s.json
XLM-USD,2023-06-18 00:00:00+00:00,2023-06-18 00:05:00+00:00,2023-06-18 00:04:00+00:00,2023-06-18 00:05:00+00:00,1.0,0.079805,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20230618_0000_0015_60s.json
ADA-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,0.2604,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/ADA-USD_20230619_0000_0015_60s.json
ALGO-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,0.1148,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/ALGO-USD_20230619_0000_0015_60s.json
APT-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,6.74,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/APT-USD_20230619_0000_0015_60s.json
ATOM-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,8.568,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/ATOM-USD_20230619_0000_0015_60s.json
AVAX-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,11.34,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/AVAX-USD_20230619_0000_0015_60s.json
BCH-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,106.95,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/BCH-USD_20230619_0000_0015_60s.json
BTC-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,26350.82,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/BTC-USD_20230619_0000_0015_60s.json
CRV-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:03:00+00:00,2023-06-19 00:04:00+00:00,2.0,0.6237,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/CRV-USD_20230619_0000_0015_60s.json
DOT-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,4.539,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/DOT-USD_20230619_0000_0015_60s.json
ETH-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,1722.1,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/ETH-USD_20230619_0000_0015_60s.json
FET-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,0.1827,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/FET-USD_20230619_0000_0015_60s.json
FIL-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,3.682,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/FIL-USD_20230619_0000_0015_60s.json
ICP-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:02:00+00:00,2023-06-19 00:03:00+00:00,3.0,3.982,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/ICP-USD_20230619_0000_0015_60s.json
INJ-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:02:00+00:00,2023-06-19 00:03:00+00:00,3.0,5.992,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/INJ-USD_20230619_0000_0015_60s.json
JASMY-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:03:00+00:00,2023-06-19 00:04:00+00:00,2.0,0.00373,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/JASMY-USD_20230619_0000_0015_60s.json
LDO-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,1.709,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/LDO-USD_20230619_0000_0015_60s.json
LINK-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,5.15,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/LINK-USD_20230619_0000_0015_60s.json
LTC-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,77.18,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/LTC-USD_20230619_0000_0015_60s.json
OP-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,1.1,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/OP-USD_20230619_0000_0015_60s.json
SOL-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,15.45,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/SOL-USD_20230619_0000_0015_60s.json
STX-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,0.5558,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/STX-USD_20230619_0000_0015_60s.json
UNI-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,4.482,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/UNI-USD_20230619_0000_0015_60s.json
XLM-USD,2023-06-19 00:00:00+00:00,2023-06-19 00:05:00+00:00,2023-06-19 00:04:00+00:00,2023-06-19 00:05:00+00:00,1.0,0.079549,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_cross_sectional/data/raw/execution_minute_probe_v1/XLM-USD_20230619_0000_0015_60s.json
ADA-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,0.2622,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20230620_0000_0015_60s.json
ALGO-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,0.1163,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20230620_0000_0015_60s.json
APT-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:02:00+00:00,2023-06-20 00:03:00+00:00,3.0,6.91,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/APT-USD_20230620_0000_0015_60s.json
ATOM-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,8.59,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ATOM-USD_20230620_0000_0015_60s.json
AVAX-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,11.46,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/AVAX-USD_20230620_0000_0015_60s.json
BCH-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,106.68,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BCH-USD_20230620_0000_0015_60s.json
BTC-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,26805.35,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/BTC-USD_20230620_0000_0015_60s.json
CRV-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:03:00+00:00,2023-06-20 00:04:00+00:00,2.0,0.6311,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/CRV-USD_20230620_0000_0015_60s.json
DOT-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:03:00+00:00,2023-06-20 00:04:00+00:00,2.0,4.522,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/DOT-USD_20230620_0000_0015_60s.json
ETH-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,1734.95,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ETH-USD_20230620_0000_0015_60s.json
FET-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,0.188,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FET-USD_20230620_0000_0015_60s.json
FIL-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,3.688,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/FIL-USD_20230620_0000_0015_60s.json
ICP-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:03:00+00:00,2023-06-20 00:04:00+00:00,2.0,3.95,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ICP-USD_20230620_0000_0015_60s.json
INJ-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:02:00+00:00,2023-06-20 00:03:00+00:00,3.0,6.201,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/INJ-USD_20230620_0000_0015_60s.json
JASMY-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,0.00386,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/JASMY-USD_20230620_0000_0015_60s.json
LDO-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,1.77,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LDO-USD_20230620_0000_0015_60s.json
LINK-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,5.121,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LINK-USD_20230620_0000_0015_60s.json
LTC-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,77.33,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/LTC-USD_20230620_0000_0015_60s.json
OP-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:03:00+00:00,2023-06-20 00:04:00+00:00,2.0,1.131,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/OP-USD_20230620_0000_0015_60s.json
SOL-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,16.07,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/SOL-USD_20230620_0000_0015_60s.json
UNI-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,4.469,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/UNI-USD_20230620_0000_0015_60s.json
XLM-USD,2023-06-20 00:00:00+00:00,2023-06-20 00:05:00+00:00,2023-06-20 00:04:00+00:00,2023-06-20 00:05:00+00:00,1.0,0.079923,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/XLM-USD_20230620_0000_0015_60s.json
ADA-USD,2023-06-21 00:00:00+00:00,2023-06-21 00:06:00+00:00,2023-06-21 00:05:00+00:00,2023-06-21 00:06:00+00:00,1.0,0.2692,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ADA-USD_20230621_0000_0015_60s.json
ALGO-USD,2023-06-21 00:00:00+00:00,2023-06-21 00:06:00+00:00,2023-06-21 00:05:00+00:00,2023-06-21 00:06:00+00:00,1.0,0.1214,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/ALGO-USD_20230621_0000_0015_60s.json
APT-USD,2023-06-21 00:00:00+00:00,2023-06-21 00:06:00+00:00,2023-06-21 00:05:00+00:00,2023-06-21 00:06:00+00:00,1.0,7.18,/Users/oscarlewis/Desktop/python/trading_portfolio/crypto_portfolio/crypto_reversal/data/raw/execution_minute_probe_v1/APT-USD_20230621_0000_0015_60s.json
