Date,Close,High,Low,Open,Volume
2026-01-23,93.33260345458984,95.36817932128906,92.662841796875,95.03164672851562,2759785072
2026-01-24,93.11380004882812,93.7357406616211,92.75395965576172,93.33367156982422,1187663250
2026-01-25,86.91952514648438,93.2406234741211,86.17564392089844,93.11284637451172,3914682301
2026-01-26,90.77754974365234,91.28345489501953,86.89891815185547,86.91937255859375,3125170971
2026-01-27,91.89810180664062,92.22308349609375,89.58748626708984,90.77700805664062,2664283932
2026-01-28,90.48928833007812,92.93206024169922,90.48238372802734,91.89703369140625,2563600939
2026-01-29,85.1676254272461,90.62162780761719,83.64324951171875,90.48987579345703,4376992531
2026-01-30,85.71656036376953,86.7322006225586,82.18016052246094,85.16580200195312,4980076790
2026-01-31,77.00973510742188,86.62750244140625,73.02112579345703,85.71772766113281,6969050328
2026-02-01,73.73958587646484,77.17964935302734,72.0975570678711,77.0088119506836,3977668677
2026-02-02,76.4068603515625,77.49646759033203,70.48374938964844,73.73550415039062,5082659711
2026-02-03,71.22936248779297,76.64059448242188,70.80138397216797,76.40634155273438,4252309279
2026-02-04,67.44110107421875,72.56434631347656,65.66790008544922,71.22945404052734,5249379519
2026-02-05,57.82600784301758,68.37905883789062,57.487579345703125,67.44110107421875,7810996988
2026-02-06,64.26036834716797,65.73936462402344,50.836891174316406,57.82461166381836,8572811215
2026-02-07,64.36769104003906,65.41014099121094,61.93544387817383,64.2622299194336,3819760901
2026-02-08,63.95626449584961,65.12706756591797,63.079322814941406,64.36769104003906,2254950542
2026-02-09,63.36626052856445,64.70401000976562,60.95333480834961,63.95490264892578,2978225909
2026-02-10,60.82414627075195,63.837921142578125,60.110469818115234,63.367591857910156,2111980189
2026-02-11,58.176902770996094,61.68498229980469,57.42059326171875,60.82463836669922,3160144788
2026-02-12,57.531185150146484,60.201515197753906,56.2845458984375,58.176639556884766,2708039011
2026-02-13,61.770225524902344,62.61564636230469,56.99664306640625,57.52993392944336,2683861493
2026-02-14,64.58195495605469,65.05276489257812,61.706687927246094,61.77005386352539,2164112477
2026-02-15,63.01937484741211,66.86666107177734,62.315345764160156,64.58222961425781,3057715655
2026-02-16,63.42369079589844,63.53732681274414,60.692378997802734,63.02120590209961,2585589594
2026-02-17,62.81619644165039,64.30962371826172,61.47578048706055,63.42372512817383,2341211630
2026-02-18,60.441680908203125,63.301513671875,59.68094253540039,62.815696716308594,2432150055
2026-02-19,61.21398162841797,61.179988861083984,59.25006103515625,60.44175720214844,2145304481
2026-02-20,62.785709381103516,63.170127868652344,60.75143814086914,61.21408462524414,2868333540
2026-02-21,63.215328216552734,64.27584075927734,62.338069915771484,62.7857551574707,1498922019
2026-02-22,61.17963790893555,63.416534423828125,61.040985107421875,63.215389251708984,1500631976
2026-02-23,57.612098693847656,61.17680740356445,57.1585578918457,61.17680740356445,3680596565
2026-02-24,58.56400680541992,58.9631462097168,56.36251449584961,57.6129150390625,2683980151
2026-02-25,64.85006713867188,67.15486907958984,58.390689849853516,58.56401062011719,4265201104
2026-02-26,63.67695617675781,65.73804473876953,62.58041763305664,64.84561920166016,3079094871
2026-02-27,60.776611328125,65.25878143310547,60.02607727050781,63.67696762084961,2862027631
2026-02-28,62.57228469848633,63.234352111816406,57.440025329589844,60.776004791259766,3531506596
2026-03-01,62.346595764160156,65.75271606445312,61.0288200378418,62.572410583496094,3480231278
2026-03-02,64.61280822753906,67.1452865600586,61.765201568603516,62.34569549560547,4068977218
2026-03-03,65.17518615722656,65.37387084960938,62.36228942871094,64.61408996582031,3621979630
2026-03-04,67.94366455078125,70.21405029296875,63.80754852294922,65.175048828125,5166961243
