Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,Repaired?
2009-01-02,6.215,6.3500000000000005,6.21,6.3500000000000005,5.465216018609867,318431,0.0,0.0,0.0,True
2009-01-05,6.42,6.43,6.3500000000000005,6.385,5.495337244485367,561042,0.0,0.0,0.0,True
2009-01-06,6.3500000000000005,6.4750000000000005,6.32,6.32,5.439397073275895,400592,0.0,0.0,0.0,True
2009-01-07,6.245,6.25,6.01,6.035,5.194104989808086,795643,0.0,0.0,0.0,True
2009-01-08,6.015000000000001,6.065,5.875,5.9350000000000005,5.108038856846783,1436452,0.0,0.0,0.0,True
2009-01-09,5.99,6.12,5.875,5.89,5.0693109650543065,1534932,0.0,0.0,0.0,True
2009-01-12,5.9,5.96,5.885,5.9,5.077917104762803,511907,0.0,0.0,0.0,True
2009-01-13,5.925,6.01,5.8950000000000005,6.015000000000001,5.176893236599574,672642,0.0,0.0,0.0,True
2009-01-14,5.99,5.99,5.75,5.775,4.970334307009053,694890,0.0,0.0,0.0,True
2009-01-15,5.9,5.9,5.6450000000000005,5.665,4.875662560547733,942753,0.0,0.0,0.0,True
2009-01-16,5.72,5.755,5.69,5.695,4.901481505881707,836898,0.0,0.0,0.0,True
2009-01-19,5.855,5.855,5.7700000000000005,5.845,5.0305799160109395,825054,0.0,0.0,0.0,True
2009-01-20,5.97,6.07,5.915,5.92,5.095129384179797,551463,0.0,0.0,0.0,True
2009-01-21,5.86,5.945,5.8500000000000005,5.905,5.082219385304329,2737474,0.0,0.0,0.0,True
2009-01-22,6.035,6.07,5.9350000000000005,5.915,5.090826051221311,542095,0.0,0.0,0.0,True
2009-01-23,5.98,6.01,5.875,6.01,5.172591482266526,693110,0.0,0.0,0.0,True
2009-01-26,6.015000000000001,6.11,5.95,6.07,5.224228846725991,1101712,0.0,0.0,0.0,True
2009-01-27,5.965,6.01,5.9,5.955,5.125253767306184,993105,0.0,0.0,0.0,True
2009-01-28,6.04,6.065,6.005,6.0600000000000005,5.2156232332259735,4265271,0.0,0.0,0.0,True
2009-01-29,6.140000000000001,6.140000000000001,6.0,6.005,5.168286044474113,2261314,0.0,0.0,0.0,True
2009-01-30,5.985,5.99,5.7700000000000005,5.78,4.974637113759063,777696,0.0,0.0,0.0,True
2009-02-02,5.755,5.8,5.71,5.78,4.974637113759063,848060,0.0,0.0,0.0,True
2009-02-03,5.79,5.83,5.735,5.7700000000000005,4.966029395425121,2350726,0.0,0.0,0.0,True
2009-02-04,5.79,5.86,5.79,5.845,5.0305799160109395,1863137,0.0,0.0,0.0,True
2009-02-05,5.75,5.765,5.625,5.74,4.940212028716593,1908989,0.0,0.0,0.0,True
2009-02-06,5.735,5.87,5.7,5.86,5.04349044109489,1090642,0.0,0.0,0.0,True
2009-02-09,5.84,5.88,5.78,5.83,5.017670443343957,652567,0.0,0.0,0.0,True
2009-02-10,5.805,5.8950000000000005,5.71,5.71,4.914390978548695,607819,0.0,0.0,0.0,True
2009-02-11,5.78,5.83,5.74,5.825,5.013368162802427,869956,0.0,0.0,0.0,True
2009-02-12,5.8,5.825,5.7250000000000005,5.76,4.95742483434207,3703930,0.0,0.0,0.0,True
2009-02-13,5.8100000000000005,5.82,5.76,5.785,4.97893992050907,421363,0.0,0.0,0.0,True
2009-02-16,5.765,5.78,5.7,5.72,4.922997644465671,949520,0.0,0.0,0.0,True
2009-02-17,5.71,5.71,5.565,5.59,4.811110987544957,368456,0.0,0.0,0.0,True
2009-02-18,5.595,5.615,5.53,5.58,4.802504847836457,845217,0.0,0.0,0.0,True
2009-02-19,5.505,5.5600000000000005,5.49,5.525,4.755168711501556,343721,0.0,0.0,0.0,True
2009-02-20,5.465,5.47,5.3500000000000005,5.3500000000000005,4.604554688996841,1016138,0.0,0.0,0.0,True
2009-02-23,5.3950000000000005,5.43,5.235,5.235,4.505575399909184,606582,0.0,0.0,0.0,True
2009-02-24,5.2,5.255,5.155,5.215,4.488361541866744,3171096,0.0,0.0,0.0,True
2009-02-25,5.375,5.375,5.235,5.315,4.5744276748280495,937009,0.0,0.0,0.0,True
2009-02-26,5.405,5.415,5.36,5.37,4.6217653897883935,1146632,0.0,0.0,0.0,True
2009-02-27,5.295,5.295,5.17,5.195,4.471148736241274,918378,0.0,0.0,0.0,True
2009-03-02,5.045,5.11,5.015,5.07,4.363566727800244,3112786,0.0,0.0,0.0,True
